type	latitude	longitude	name	desc	url
W	38.813888890	-77.355833330	W-74-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	38.995277780	-77.312500000	W-83-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	38.991666670	-77.328888890	W-83-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.106388890	-77.223055560	W-92-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.116944440	-77.219722220	W-92-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.210277780	-77.090000000	W-93-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.209166670	-77.105555560	W-93-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.160500000	-77.175944440	W-94-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.180861110	-77.176527780	W-94-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.507222220	-71.098055560	B-03-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.541111110	-71.084722220	B-03-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.588333330	-70.945277780	B-05-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.607777780	-70.949166670	B-05-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.579722220	-70.876111110	B-15-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.589166670	-70.911388890	B-15-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.419166670	-70.929444440	B-17-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.418055560	-70.903888890	B-17-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.300277780	-70.896111110	B-36-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.301666670	-70.897222220	B-36-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.303333330	-71.011388890	B-37-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.316944440	-70.967500000	B-37-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.239722220	-70.852222220	B-38-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.237222220	-70.830555560	B-38-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.222222220	-71.061666670	B-55-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.200000000	-71.072500000	B-55-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.290555560	-71.254722220	B-63-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.272222220	-71.272777780	B-63-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.408055560	-71.332222220	B-73-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.409722220	-71.360277780	B-73-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.490105560	-71.177636110	B-84-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.478055560	-71.191666670	B-84-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.491388890	-71.303611110	B-85-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.507777780	-71.294722220	B-85-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.643611110	-83.059166670	D-06-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.650277780	-83.068333330	D-06-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.598611110	-82.817777780	D-14-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.595833330	-82.848611110	D-14-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.598611110	-82.817777780	D-16-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.599166670	-82.830555560	D-16-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.697500000	-82.575000000	D-17-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.694722220	-82.561944440	D-17-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.356666670	-82.941111110	D-23-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.345277780	-82.955555560	D-23-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.356111110	-82.949444440	D-26-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.345277780	-82.955555560	D-26-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.107777780	-83.155000000	D-51-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.097777780	-83.154166670	D-51-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.183055560	-83.196388890	D-54-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.174444440	-83.196944440	D-54-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.001666670	-83.367777780	D-57/58-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.005555560	-83.343055560	D-57/58-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.228333330	-83.359444440	D-61-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.202222220	-83.351666670	D-61-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.358055560	-83.253333330	D-69-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.340833330	-83.249722220	D-69-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.486666670	-83.295277780	D-86-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.491666670	-83.308055560	D-86-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.596666670	-83.470833330	D-87-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.599166670	-83.466666670	D-87-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.644722220	-83.223333330	D-97-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.643055560	-83.233611110	D-97-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	45.021666670	-92.561388890	MS-20-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	45.029722220	-92.553611110	MS-20-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	44.643333330	-93.163888890	MS-40-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	44.571388890	-93.076944440	MS-40-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	44.935277780	-93.756666670	MS-70-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	44.951388890	-93.781111110	MS-70-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	45.439444440	-93.337777780	MS-90-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	45.447777780	-93.346111110	MS-90-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.415277780	-94.173333330	KC-10-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.435000000	-94.172777780	KC-10-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	38.831111110	-94.161388890	KC-30-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	38.816388890	-94.156111110	KC-30-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	38.776111110	-94.928333330	KC-50-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	38.760555560	-94.934444440	KC-50-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.341388890	-94.951111110	KC-80-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.361666670	-94.940000000	KC-80-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	38.795555560	-89.799444440	SL-10-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	38.832222220	-89.790277780	SL-10-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	38.289722220	-89.947500000	SL-40-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	38.269722220	-89.950000000	SL-40-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	38.408333330	-90.754444440	SL-60-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	38.403611110	-90.755000000	SL-60-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	38.981944440	-90.508888890	SL-90-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	38.995277780	-90.510000000	SL-90-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.023333330	-96.747222220	LI-01-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.036111110	-96.740277780	LI-01-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.655000000	-96.828055560	LI-50-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.645833330	-96.823611110	LI-50-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.230555560	-95.713611110	OF-10-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.230555560	-95.699166670	OF-10-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.988333330	-96.073888890	OF-60-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.983333330	-96.091111110	OF-60-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.962777780	-74.780833330	W-10-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	33.422222220	-104.347222220	W-10-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	33.435833330	-104.335277780	W-10-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	33.140833330	-104.542777780	W-50-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	33.126111110	-104.543888890	W-50-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	43.053888890	-78.720277780	BU-09-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	43.063611110	-78.710555560	BU-09-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.929444440	-78.620000000	BU-18-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.930555560	-78.596944440	BU-18-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.792777780	-78.698888890	BU-34/35-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.776111110	-78.668333330	BU-34/35-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.710277780	-78.891666670	BU-52-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	42.710277780	-78.901666670	BU-52-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	43.216388890	-78.958888890	NF-03-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	43.228611110	-78.962777780	NF-03-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	43.158611110	-78.839722220	NF-16-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	43.161388890	-78.818333330	NF-16-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	43.018611110	-79.013055560	NF-41-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	43.008888890	-79.015555560	NF-41-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.032500000	-73.950833330	NY-03/04-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.037777780	-73.941388890	NY-03/04-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.055277780	-73.928055560	NY-09-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.037777780	-73.942500000	NY-09-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.885277780	-73.769166670	NY-15-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.858055560	-73.771111110	NY-15-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.906111110	-73.459166670	NY-20-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.897222220	-73.472500000	NY-20-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.806111110	-73.560277780	NY-23-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.810555560	-73.548055560	NY-23-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.713611110	-73.426388890	NY-24-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.708333330	-73.405555560	NY-24-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.950000000	-72.868611110	NY-25-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.940277780	-72.872222220	NY-25-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.593333330	-73.634444440	NY-29/30-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.592500000	-73.615000000	NY-29/30-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.558333330	-73.896944440	NY-49-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.558888890	-73.888055560	NY-49-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.390520000	-74.087830000	NY-53-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.394444440	-74.171388890	NY-54-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.377500000	-74.187500000	NY-54-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.448055560	-73.993333330	NY-56-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.433611110	-73.985277780	NY-56-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.418055560	-74.312500000	NY-58/60-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.417222220	-74.309444440	NY-58/60-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.543611110	-74.392777780	NY-65-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.550555560	-74.411111110	NY-65-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.686388890	-74.387222220	NY-73-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.680000000	-74.391111110	NY-73-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.799166670	-74.338611110	NY-79/80-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.806111110	-74.365000000	NY-79/80-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.949166670	-74.245277780	NY-88-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.930277780	-74.264444440	NY-88-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.037222220	-74.198333330	NY-93/94-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.065277780	-74.188333330	NY-93/94-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.146388890	-74.059722220	NY-99-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.146388890	-74.039166670	NY-99-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.408611110	-83.895555560	CD-27-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.400555560	-83.882500000	CD-27-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	38.851388890	-84.155555560	CD-46-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	38.843888890	-84.143055560	CD-46-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.007777780	-85.010000000	CD-63-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.001111110	-85.033888890	CD-63-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.550277780	-84.772777780	CD-78-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.557500000	-84.792222220	CD-78-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.541111110	-81.625833330	CL-02-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.543055560	-81.626944440	CL-02-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.722222220	-81.274166670	CL-11-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.727500000	-81.286111110	CL-11-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.628055560	-81.469166670	CL-13-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.631388890	-81.451666670	CL-13-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.452222220	-81.503055560	CL-34-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.446666670	-81.495555560	CL-34-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.407500000	-81.607222220	CL-48-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.386944440	-81.633611110	CL-48-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.370555560	-81.761111110	CL-59-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.364444440	-81.765000000	CL-59-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.521944440	-81.665277780	CL-67-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.520277780	-81.682500000	CL-67-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.451666670	-81.873611110	CL-69-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.453055560	-81.873055560	CL-69-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.228055560	-74.998888890	PH-07-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.220833330	-74.994722220	PH-07-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.127500000	-74.887222220	PH-15-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.116388890	-74.891666670	PH-15-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.964166670	-74.783611110	PH-23/25-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.961111110	-74.797500000	PH-23/25-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.872500000	-74.894722220	PH-32-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.871111110	-74.881388890	PH-32-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.751111110	-74.999444440	PH-41/43-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.741111110	-75.000833330	PH-41/43-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.736944440	-75.160000000	PH-49-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.744444440	-75.167500000	PH-49-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.765833330	-75.304166670	PH-58-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.772500000	-75.300277780	PH-58-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.862500000	-75.429166670	PH-67-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.850000000	-75.437500000	PH-67-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.973055560	-75.475833330	PH-75-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	39.963333330	-75.469722220	PH-75-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.083888890	-75.456388890	PH-82-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.065833330	-75.479722220	PH-82-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.182222220	-75.349722220	PH-91-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.180833330	-75.339166670	PH-91-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.242500000	-75.170277780	PH-99-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.239166670	-75.163611110	PH-99-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.570833330	-79.829722220	PI-02-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.596666670	-79.822500000	PI-02-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.580277780	-79.895277780	PI-03-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.598333330	-79.891944440	PI-03-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.461111110	-79.723333330	PI-25-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.472222220	-79.714444440	PI-25-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.345000000	-79.698611110	PI-36-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.346111110	-79.683611110	PI-36-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.272777780	-79.763333330	PI-37-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.262500000	-79.765000000	PI-37-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.250555560	-79.856388890	PI-42-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.231666670	-79.836666670	PI-42-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.252500000	-79.951666670	PI-43-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.254166670	-79.966388890	PI-43-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.276944440	-80.028333330	PI-52-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.264722220	-80.017777780	PI-52-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.398444440	-80.164222220	PI-62-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.371111110	-80.164166670	PI-62-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.481666670	-80.143333330	PI-71-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.483611110	-80.163888890	PI-71-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.575277780	-80.001388890	PI-92-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.590277780	-80.009166670	PI-92-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.527222220	-80.062222220	PI-93-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	40.514722220	-80.080277780	PI-93-LS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
W	41.883888890	-71.206944440	PR-19-CS	List of Nike missile sites	https://en.wikipedia.org/wiki/List_of_Nike_missile_sites
