type	latitude	longitude	name	desc
W	41.623333333	-87.417222222	C-45-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-21">List of Nike missile sites</a>
W	41.624444444	-87.411944444	C-45-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-21">List of Nike missile sites</a>
W	41.544722222	-87.508055556	C-46-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-21">List of Nike missile sites</a>
W	41.527777778	-87.514722222	C-46-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-21">List of Nike missile sites</a>
W	41.523611111	-87.176944444	C-47-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-22">List of Nike missile sites</a>
W	41.533055556	-87.166944444	C-47-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-22">List of Nike missile sites</a>
W	41.557222222	-87.354444444	C-48-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-22">List of Nike missile sites</a>
W	41.555555556	-87.358055556	C-48-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-22">List of Nike missile sites</a>
W	41.550555556	-87.647500000	C-49/50-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-22">List of Nike missile sites</a>
W	41.543333333	-87.636916667	C-49/50-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-22">List of Nike missile sites</a>
W	41.663888889	-87.751944444	C-51-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-22">List of Nike missile sites</a>
W	41.671388889	-87.773055556	C-51-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-22">List of Nike missile sites</a>
W	41.611111111	-87.868888889	C-54-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-22">List of Nike missile sites</a>
W	41.605833333	-87.858055556	C-53-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-22">List of Nike missile sites</a>
W	41.722222222	-87.963888889	C-61-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-%3A1_24-0">List of Nike missile sites</a>
W	41.728333333	-87.976666667	C-61-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-%3A1_24-1">List of Nike missile sites</a>
W	41.810000000	-88.147222222	C-70-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-%3A1_24-1">List of Nike missile sites</a>
W	41.798888889	-88.151944444	C-70-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-%3A1_24-1">List of Nike missile sites</a>
W	41.923333333	-88.029444444	C-72-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-%3A1_24-1">List of Nike missile sites</a>
W	41.913611111	-88.016388889	C-72-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-%3A1_24-1">List of Nike missile sites</a>
W	42.053055556	-87.994444444	C-80/81-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-%3A1_24-1">List of Nike missile sites</a>
W	42.063611111	-87.997777778	C-80/81-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-%3A1_24-1">List of Nike missile sites</a>
W	42.154722222	-88.046944444	C-84-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-%3A1_24-1">List of Nike missile sites</a>
W	42.157222222	-88.058333333	C-84-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-%3A1_24-1">List of Nike missile sites</a>
W	42.220555556	-87.953055556	C-92/94-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-25">List of Nike missile sites</a>
W	42.225555556	-87.957222222	C-92-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-25">List of Nike missile sites</a>
W	42.225400000	-87.948200000	C-94-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-25">List of Nike missile sites</a>
W	42.120277778	-87.769166667	C-93-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-25">List of Nike missile sites</a>
W	42.126666667	-87.782222222	C-93-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-25">List of Nike missile sites</a>
W	42.224444444	-87.823888889	C-98-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-25">List of Nike missile sites</a>
W	42.223055556	-87.822777778	C-98-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-25">List of Nike missile sites</a>
W	38.983055556	-97.615277778	SC-01-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Kansas">List of Nike missile sites</a>
W	39.005555556	-97.608888889	SC-01-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Kansas">List of Nike missile sites</a>
W	38.666944444	-97.686944444	SC-50-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Kansas">List of Nike missile sites</a>
W	38.648611111	-97.718333333	SC-50-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Kansas">List of Nike missile sites</a>
W	32.671944444	-93.521666667	BD-10-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Louisiana">List of Nike missile sites</a>
W	32.674444444	-93.509722222	BD-10-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Louisiana">List of Nike missile sites</a>
W	32.303333333	-93.784444444	BD-50-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Louisiana">List of Nike missile sites</a>
W	32.293611111	-93.787777778	BD-50-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Louisiana">List of Nike missile sites</a>
W	47.035277778	-67.818333333	L-13-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Maine">List of Nike missile sites</a>
W	47.028333333	-67.809444444	L-13-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Maine">List of Nike missile sites</a>
W	46.926944444	-67.796388889	L-31-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Maine">List of Nike missile sites</a>
W	46.917500000	-67.791944444	L-31-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Maine">List of Nike missile sites</a>
W	46.886111111	-67.970277778	L-58-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Maine">List of Nike missile sites</a>
W	46.883888889	-68.009166667	L-58-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Maine">List of Nike missile sites</a>
W	47.001388889	-68.003055556	L-85-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Maine">List of Nike missile sites</a>
W	47.008333333	-68.018333333	L-85-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Maine">List of Nike missile sites</a>
W	39.508611111	-76.579444444	BA-03-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Maryland%2FDistrict_of_Columbia%2FNorthern_Virginia">List of Nike missile sites</a>
W	39.516388889	-76.569722222	BA-03-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Maryland%2FDistrict_of_Columbia%2FNorthern_Virginia">List of Nike missile sites</a>
W	39.448611111	-76.461388889	BA-09-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Maryland%2FDistrict_of_Columbia%2FNorthern_Virginia">List of Nike missile sites</a>
W	39.446944444	-76.447777778	BA-09-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-26">List of Nike missile sites</a>
W	39.415277778	-76.272777778	BA-18-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-26">List of Nike missile sites</a>
W	39.424166667	-76.266111111	BA-18-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-26">List of Nike missile sites</a>
W	39.213611111	-76.231666667	BA-30/31-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-26">List of Nike missile sites</a>
W	39.203888889	-76.236666667	BA-30/31-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-26">List of Nike missile sites</a>
W	39.136944444	-76.496944444	BA-43-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-26">List of Nike missile sites</a>
W	39.128611111	-76.496666667	BA-43-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-26">List of Nike missile sites</a>
W	39.345833333	-76.856388889	BA-79-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-26">List of Nike missile sites</a>
W	39.355277778	-76.850555556	BA-79-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-27">List of Nike missile sites</a>
W	39.456666667	-76.728888889	BA-92-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-27">List of Nike missile sites</a>
W	39.441111111	-76.713888889	BA-92-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-27">List of Nike missile sites</a>
W	38.903333333	-76.651944444	W-25-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-27">List of Nike missile sites</a>
W	38.902500000	-76.641111111	W-25-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-27">List of Nike missile sites</a>
W	39.028333333	-76.450000000	W-26-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-27">List of Nike missile sites</a>
W	39.027500000	-76.428333333	W-26-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-27">List of Nike missile sites</a>
W	38.774722222	-76.744722222	W-35-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-27">List of Nike missile sites</a>
W	38.769722222	-76.730833333	W-35-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-27">List of Nike missile sites</a>
W	38.710555556	-76.770555556	W-36-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-28">List of Nike missile sites</a>
W	38.706944444	-76.760555556	W-36-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-28">List of Nike missile sites</a>
W	38.652500000	-76.868611111	W-44-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-28">List of Nike missile sites</a>
W	38.654722222	-76.855555556	W-44-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-28">List of Nike missile sites</a>
W	38.642500000	-77.012500000	W-45-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-28">List of Nike missile sites</a>
W	38.643611111	-77.015277778	W-45-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-28">List of Nike missile sites</a>
W	38.720833333	-77.244722222	W-64-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-28">List of Nike missile sites</a>
W	38.708888889	-77.252777778	W-64-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-28">List of Nike missile sites</a>
W	38.815555556	-77.343055556	W-74-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-28">List of Nike missile sites</a>
W	38.813888889	-77.355833333	W-74-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-29">List of Nike missile sites</a>
W	38.995277778	-77.312500000	W-83-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-30">List of Nike missile sites</a>
W	38.991666667	-77.328888889	W-83-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-30">List of Nike missile sites</a>
W	39.106388889	-77.223055556	W-92-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-31">List of Nike missile sites</a>
W	39.116944444	-77.219722222	W-92-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-31">List of Nike missile sites</a>
W	39.210277778	-77.090000000	W-93-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-31">List of Nike missile sites</a>
W	39.209166667	-77.105555556	W-93-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-31">List of Nike missile sites</a>
W	39.160500000	-77.175944444	W-94-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-31">List of Nike missile sites</a>
W	39.180861111	-77.176527778	W-94-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-32">List of Nike missile sites</a>
W	42.507222222	-71.098055556	B-03-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.541111111	-71.084722222	B-03-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.588333333	-70.945277778	B-05-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.607777778	-70.949166667	B-05-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.579722222	-70.876111111	B-15-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.589166667	-70.911388889	B-15-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.419166667	-70.929444444	B-17-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.418055556	-70.903888889	B-17-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.300277778	-70.896111111	B-36-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.301666667	-70.897222222	B-36-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.303333333	-71.011388889	B-37-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.316944444	-70.967500000	B-37-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.239722222	-70.852222222	B-38-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.237222222	-70.830555556	B-38-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.222222222	-71.061666667	B-55-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.200000000	-71.072500000	B-55-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.290555556	-71.254722222	B-63-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.272222222	-71.272777778	B-63-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.408055556	-71.332222222	B-73-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.409722222	-71.360277778	B-73-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.490105556	-71.177636111	B-84-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.478055556	-71.191666667	B-84-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.491388889	-71.303611111	B-85-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.507777778	-71.294722222	B-85-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Massachusetts">List of Nike missile sites</a>
W	42.643611111	-83.059166667	D-06-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Michigan">List of Nike missile sites</a>
W	42.650277778	-83.068333333	D-06-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Michigan">List of Nike missile sites</a>
W	42.598611111	-82.817777778	D-14-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Michigan">List of Nike missile sites</a>
W	42.595833333	-82.848611111	D-14-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Michigan">List of Nike missile sites</a>
W	42.599166667	-82.830555556	D-16-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Michigan">List of Nike missile sites</a>
W	42.697500000	-82.575000000	D-17-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Michigan">List of Nike missile sites</a>
W	42.694722222	-82.561944444	D-17-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Michigan">List of Nike missile sites</a>
W	42.356666667	-82.941111111	D-23-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Michigan">List of Nike missile sites</a>
W	42.345277778	-82.955555556	D-23-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Michigan">List of Nike missile sites</a>
W	42.356111111	-82.949444444	D-26-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Michigan">List of Nike missile sites</a>
W	42.107777778	-83.155000000	D-51-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Michigan">List of Nike missile sites</a>
W	42.097777778	-83.154166667	D-51-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Michigan">List of Nike missile sites</a>
W	42.183055556	-83.196388889	D-54-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Michigan">List of Nike missile sites</a>
W	42.174444444	-83.196944444	D-54-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Michigan">List of Nike missile sites</a>
W	42.001666667	-83.367777778	D-57/58-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-33">List of Nike missile sites</a>
W	42.005555556	-83.343055556	D-57/58-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-34">List of Nike missile sites</a>
W	42.228333333	-83.359444444	D-61-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-34">List of Nike missile sites</a>
W	42.202222222	-83.351666667	D-61-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-34">List of Nike missile sites</a>
W	42.358055556	-83.253333333	D-69-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-34">List of Nike missile sites</a>
W	42.340833333	-83.249722222	D-69-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-34">List of Nike missile sites</a>
W	42.486666667	-83.295277778	D-86-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-34">List of Nike missile sites</a>
W	42.491666667	-83.308055556	D-86-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-34">List of Nike missile sites</a>
W	42.596666667	-83.470833333	D-87-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-35">List of Nike missile sites</a>
W	42.599166667	-83.466666667	D-87-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-35">List of Nike missile sites</a>
W	42.644722222	-83.223333333	D-97-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-35">List of Nike missile sites</a>
W	42.643055556	-83.233611111	D-97-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-35">List of Nike missile sites</a>
W	45.021666667	-92.561388889	MS-20-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Minnesota">List of Nike missile sites</a>
W	45.029722222	-92.553611111	MS-20-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Minnesota">List of Nike missile sites</a>
W	44.643333333	-93.163888889	MS-40-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Minnesota">List of Nike missile sites</a>
W	44.571388889	-93.076944444	MS-40-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Minnesota">List of Nike missile sites</a>
W	44.935277778	-93.756666667	MS-70-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Minnesota">List of Nike missile sites</a>
W	44.951388889	-93.781111111	MS-70-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Minnesota">List of Nike missile sites</a>
W	45.439444444	-93.337777778	MS-90-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Minnesota">List of Nike missile sites</a>
W	45.447777778	-93.346111111	MS-90-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Minnesota">List of Nike missile sites</a>
W	39.415277778	-94.173333333	KC-10-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Missouri">List of Nike missile sites</a>
W	39.435000000	-94.172777778	KC-10-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Missouri">List of Nike missile sites</a>
W	38.831111111	-94.161388889	KC-30-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Missouri">List of Nike missile sites</a>
W	38.816388889	-94.156111111	KC-30-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Missouri">List of Nike missile sites</a>
W	38.776111111	-94.928333333	KC-50-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Missouri">List of Nike missile sites</a>
W	38.760555556	-94.934444444	KC-50-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Missouri">List of Nike missile sites</a>
W	39.341388889	-94.951111111	KC-80-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Missouri">List of Nike missile sites</a>
W	39.361666667	-94.940000000	KC-80-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Missouri">List of Nike missile sites</a>
W	38.795555556	-89.799444444	SL-10-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Missouri">List of Nike missile sites</a>
W	38.832222222	-89.790277778	SL-10-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Missouri">List of Nike missile sites</a>
W	38.289722222	-89.947500000	SL-40-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Missouri">List of Nike missile sites</a>
W	38.269722222	-89.950000000	SL-40-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Missouri">List of Nike missile sites</a>
