type	latitude	longitude	name	desc
W	38.408333333	-90.754444444	SL-60-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Missouri">List of Nike missile sites</a>
W	38.403611111	-90.755000000	SL-60-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Missouri">List of Nike missile sites</a>
W	38.981944444	-90.508888889	SL-90-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Missouri">List of Nike missile sites</a>
W	38.995277778	-90.510000000	SL-90-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Missouri">List of Nike missile sites</a>
W	41.023333333	-96.747222222	LI-01-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Nebraska">List of Nike missile sites</a>
W	41.036111111	-96.740277778	LI-01-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Nebraska">List of Nike missile sites</a>
W	40.655000000	-96.828055556	LI-50-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Nebraska">List of Nike missile sites</a>
W	40.645833333	-96.823611111	LI-50-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Nebraska">List of Nike missile sites</a>
W	41.230555556	-95.713611111	OF-10-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Nebraska">List of Nike missile sites</a>
W	41.230555556	-95.699166667	OF-10-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Nebraska">List of Nike missile sites</a>
W	40.988333333	-96.073888889	OF-60-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Nebraska">List of Nike missile sites</a>
W	40.983333333	-96.091111111	OF-60-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Nebraska">List of Nike missile sites</a>
W	39.962777778	-74.780833333	W-10-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-alpha.fdu.edu_36-1">List of Nike missile sites</a>
W	33.422222222	-104.347222222	W-10-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#New_Mexico">List of Nike missile sites</a>
W	33.435833333	-104.335277778	W-10-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#New_Mexico">List of Nike missile sites</a>
W	33.140833333	-104.542777778	W-50-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#New_Mexico">List of Nike missile sites</a>
W	33.126111111	-104.543888889	W-50-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#New_Mexico">List of Nike missile sites</a>
W	43.053888889	-78.720277778	BU-09-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#New_York">List of Nike missile sites</a>
W	43.063611111	-78.710555556	BU-09-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#New_York">List of Nike missile sites</a>
W	42.929444444	-78.620000000	BU-18-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#New_York">List of Nike missile sites</a>
W	42.930555556	-78.596944444	BU-18-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#New_York">List of Nike missile sites</a>
W	42.792777778	-78.698888889	BU-34/35-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#New_York">List of Nike missile sites</a>
W	42.776111111	-78.668333333	BU-34/35-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#New_York">List of Nike missile sites</a>
W	42.710277778	-78.891666667	BU-52-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#New_York">List of Nike missile sites</a>
W	42.710277778	-78.901666667	BU-52-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	43.216388889	-78.958888889	NF-03-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	43.228611111	-78.962777778	NF-03-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	43.158611111	-78.839722222	NF-16-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	43.161388889	-78.818333333	NF-16-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	43.018611111	-79.013055556	NF-41-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	43.008888889	-79.015555556	NF-41-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	41.032500000	-73.950833333	NY-03/04-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	41.037777778	-73.941388889	NY-03/04-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	41.055277778	-73.928055556	NY-09-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	41.037777778	-73.942500000	NY-09-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.885277778	-73.769166667	NY-15-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.858055556	-73.771111111	NY-15-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.906111111	-73.459166667	NY-20-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.897222222	-73.472500000	NY-20-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.806111111	-73.560277778	NY-23-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.810555556	-73.548055556	NY-23-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.713611111	-73.426388889	NY-24-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.708333333	-73.405555556	NY-24-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.950000000	-72.868611111	NY-25-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.940277778	-72.872222222	NY-25-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.593333333	-73.634444444	NY-29/30-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.592500000	-73.615000000	NY-29/30-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.558333333	-73.896944444	NY-49-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.558888889	-73.888055556	NY-49-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.390520000	-74.087830000	NY-53-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.394444444	-74.171388889	NY-54-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.377500000	-74.187500000	NY-54-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.448055556	-73.993333333	NY-56-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.433611111	-73.985277778	NY-56-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.418055556	-74.312500000	NY-58/60-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.417222222	-74.309444444	NY-58/60-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.543611111	-74.392777778	NY-65-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.550555556	-74.411111111	NY-65-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.686388889	-74.387222222	NY-73-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.680000000	-74.391111111	NY-73-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.799166667	-74.338611111	NY-79/80-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.806111111	-74.365000000	NY-79/80-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.949166667	-74.245277778	NY-88-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	40.930277778	-74.264444444	NY-88-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	41.037222222	-74.198333333	NY-93/94-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	41.065277778	-74.188333333	NY-93/94-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	41.146388889	-74.059722222	NY-99-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	41.146388889	-74.039166667	NY-99-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-37">List of Nike missile sites</a>
W	39.408611111	-83.895555556	CD-27-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Ohio">List of Nike missile sites</a>
W	39.400555556	-83.882500000	CD-27-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Ohio">List of Nike missile sites</a>
W	38.851388889	-84.155555556	CD-46-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Ohio">List of Nike missile sites</a>
W	38.843888889	-84.143055556	CD-46-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Ohio">List of Nike missile sites</a>
W	39.007777778	-85.010000000	CD-63-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Ohio">List of Nike missile sites</a>
W	39.001111111	-85.033888889	CD-63-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Ohio">List of Nike missile sites</a>
W	39.550277778	-84.772777778	CD-78-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Ohio">List of Nike missile sites</a>
W	39.557500000	-84.792222222	CD-78-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-38">List of Nike missile sites</a>
W	41.541111111	-81.625833333	CL-02-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-38">List of Nike missile sites</a>
W	41.543055556	-81.626944444	CL-02-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-38">List of Nike missile sites</a>
W	41.722222222	-81.274166667	CL-11-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-38">List of Nike missile sites</a>
W	41.727500000	-81.286111111	CL-11-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-38">List of Nike missile sites</a>
W	41.628055556	-81.469166667	CL-13-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-38">List of Nike missile sites</a>
W	41.631388889	-81.451666667	CL-13-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-38">List of Nike missile sites</a>
W	41.452222222	-81.503055556	CL-34-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-38">List of Nike missile sites</a>
W	41.446666667	-81.495555556	CL-34-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-38">List of Nike missile sites</a>
W	41.407500000	-81.607222222	CL-48-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-38">List of Nike missile sites</a>
W	41.386944444	-81.633611111	CL-48-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-38">List of Nike missile sites</a>
W	41.370555556	-81.761111111	CL-59-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-38">List of Nike missile sites</a>
W	41.364444444	-81.765000000	CL-59-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-38">List of Nike missile sites</a>
W	41.521944444	-81.665277778	CL-67-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-38">List of Nike missile sites</a>
W	41.520277778	-81.682500000	CL-67-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-38">List of Nike missile sites</a>
W	41.451666667	-81.873611111	CL-69-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-38">List of Nike missile sites</a>
W	41.453055556	-81.873055556	CL-69-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-38">List of Nike missile sites</a>
W	40.228055556	-74.998888889	PH-07-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Pennsylvania">List of Nike missile sites</a>
W	40.220833333	-74.994722222	PH-07-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Pennsylvania">List of Nike missile sites</a>
W	40.127500000	-74.887222222	PH-15-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Pennsylvania">List of Nike missile sites</a>
W	40.116388889	-74.891666667	PH-15-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Pennsylvania">List of Nike missile sites</a>
W	39.964166667	-74.783611111	PH-23/25-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Pennsylvania">List of Nike missile sites</a>
W	39.961111111	-74.797500000	PH-23/25-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Pennsylvania">List of Nike missile sites</a>
W	39.872500000	-74.894722222	PH-32-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Pennsylvania">List of Nike missile sites</a>
W	39.871111111	-74.881388889	PH-32-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Pennsylvania">List of Nike missile sites</a>
W	39.751111111	-74.999444444	PH-41/43-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	39.741111111	-75.000833333	PH-41/43-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	39.736944444	-75.160000000	PH-49-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	39.744444444	-75.167500000	PH-49-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	39.765833333	-75.304166667	PH-58-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	39.772500000	-75.300277778	PH-58-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	39.862500000	-75.429166667	PH-67-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	39.850000000	-75.437500000	PH-67-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	39.973055556	-75.475833333	PH-75-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	39.963333333	-75.469722222	PH-75-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.083888889	-75.456388889	PH-82-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.065833333	-75.479722222	PH-82-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.182222222	-75.349722222	PH-91-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.180833333	-75.339166667	PH-91-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.242500000	-75.170277778	PH-99-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.239166667	-75.163611111	PH-99-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.570833333	-79.829722222	PI-02-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.596666667	-79.822500000	PI-02-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.580277778	-79.895277778	PI-03-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.598333333	-79.891944444	PI-03-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.461111111	-79.723333333	PI-25-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.472222222	-79.714444444	PI-25-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.345000000	-79.698611111	PI-36-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.346111111	-79.683611111	PI-36-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.272777778	-79.763333333	PI-37-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.262500000	-79.765000000	PI-37-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.250555556	-79.856388889	PI-42-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.231666667	-79.836666667	PI-42-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.252500000	-79.951666667	PI-43-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.254166667	-79.966388889	PI-43-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.276944444	-80.028333333	PI-52-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.264722222	-80.017777778	PI-52-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-39">List of Nike missile sites</a>
W	40.398444444	-80.164222222	PI-62-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-40">List of Nike missile sites</a>
W	40.371111111	-80.164166667	PI-62-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-40">List of Nike missile sites</a>
W	40.481666667	-80.143333333	PI-71-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-40">List of Nike missile sites</a>
W	40.483611111	-80.163888889	PI-71-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-40">List of Nike missile sites</a>
W	40.575277778	-80.001388889	PI-92-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-40">List of Nike missile sites</a>
W	40.590277778	-80.009166667	PI-92-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-40">List of Nike missile sites</a>
W	40.527222222	-80.062222222	PI-93-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-40">List of Nike missile sites</a>
W	40.514722222	-80.080277778	PI-93-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#cite_ref-40">List of Nike missile sites</a>
W	41.883888889	-71.206944444	PR-19-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Rhode_Island">List of Nike missile sites</a>
W	41.884722222	-71.199166667	PR-19-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Rhode_Island">List of Nike missile sites</a>
W	41.783055556	-71.177222222	PR-29-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Rhode_Island">List of Nike missile sites</a>
W	41.799722222	-71.164444444	PR-29-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Rhode_Island">List of Nike missile sites</a>
W	41.673888889	-71.241388889	PR-38-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Rhode_Island">List of Nike missile sites</a>
W	41.674722222	-71.265555556	PR-38-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Rhode_Island">List of Nike missile sites</a>
W	41.630000000	-71.436388889	PR-58-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Rhode_Island">List of Nike missile sites</a>
W	41.616111111	-71.432777778	PR-58-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Rhode_Island">List of Nike missile sites</a>
W	41.720833333	-71.597500000	PR-69-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Rhode_Island">List of Nike missile sites</a>
W	41.691388889	-71.630555556	PR-69-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Rhode_Island">List of Nike missile sites</a>
W	41.842500000	-71.715555556	PR-79-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Rhode_Island">List of Nike missile sites</a>
W	41.839722222	-71.731944444	PR-79-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Rhode_Island">List of Nike missile sites</a>
W	41.970833333	-71.573888889	PR-99-CS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Rhode_Island">List of Nike missile sites</a>
W	41.982500000	-71.577777778	PR-99-LS	<br>Source: Wikipedia article <a href="https://en.wikipedia.org/wiki/List_of_Nike_missile_sites#Rhode_Island">List of Nike missile sites</a>
